title,genre,year,rating,director,plot,runtime,cast,budget,revenue
Black Widow 2,Mystery Thriller,1994,8.7,James Cameron,An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,171,"Actor 0, Actor 1, Actor 2",297030032,2791535989
Shang-Chi 2,Biography,2012,7.1,"Denis Villeneuve, Spike Lee",An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,117,"Actor 0, Actor 1, Actor 2",262748559,599515893
The Matrix Resurrections 2,Science Fiction Drama,2016,9.1,James Cameron,An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,91,"Actor 0, Actor 1, Actor 2",200741323,1009186138
Twisters 2,Action Crime,1996,9.0,"Greta Gerwig, Brad Bird",An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,117,"Actor 0, Actor 1, Actor 2, Actor 3",73233446,2070939193
Asteroid City 2,Science Fiction Action,2010,8.1,Alejandro González Iñárritu,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,144,"Actor 0, Actor 1, Actor 2",214907101,2325639056
Poor Things 2,Action Crime,1996,5.7,Quentin Tarantino,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,123,"Actor 0, Actor 1, Actor 2, Actor 3",255656793,665143045
Killers of the Flower Moon 2,Comedy Animation,2015,6.3,Alejandro González Iñárritu,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,160,"Actor 0, Actor 1, Actor 2",178262897,2775152347
Barbie 2,Science Fiction Action,1970,7.5,Denis Villeneuve,An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,177,"Actor 0, Actor 1, Actor 2",272839696,428134712
The Brutalist 2,Drama Crime,2016,7.1,James Cameron,An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,104,"Actor 0, Actor 1, Actor 2",12213964,2741599845
Past Lives 2,Adventure Fantasy,1984,8.6,"Peter Jackson, Quentin Tarantino",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,129,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",174344290,767346250
Anatomy of a Fall 2,Comedy Drama,2022,5.7,"Bong Joon-ho, Alfonso Cuarón",An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,147,"Actor 0, Actor 1, Actor 2, Actor 3",242822246,2999698295
The Zone of Interest 2,Romance Comedy,1991,9.9,"Greta Gerwig, Cary Joji Fukunaga",An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,131,"Actor 0, Actor 1, Actor 2",132631135,1013452923
Sanctuary 2,Romance Comedy,1983,8.7,Christopher Nolan,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,171,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",30059336,1661439217
All of Us Strangers 2,Science Fiction Drama,2019,7.9,Park Chan-wook,An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,164,"Actor 0, Actor 1, Actor 2",20598783,257167992
Saltburn 2,Horror Thriller,1996,7.5,Spike Lee,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,140,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",92209486,932593929
Guardians of the Galaxy Vol. 3 2,Action Adventure,1989,7.4,Alfonso Cuarón,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,159,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",83639105,1848842890
The Marvels 2,Horror Thriller,2002,8.7,Peter Jackson,An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,180,"Actor 0, Actor 1, Actor 2",277221624,903180912
Ant-Man: Quantumania 2,Drama Crime,2019,6.7,Greta Gerwig,An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,132,"Actor 0, Actor 1, Actor 2, Actor 3",96099921,219246232
Blue Beetle 2,Biography,1983,8.5,"James Cameron, Damien Chazelle",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,81,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",57783034,524297175
Dungeons & Dragons: Honor Among Thieves 2,Biography,1979,9.7,Christopher Nolan,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,162,"Actor 0, Actor 1, Actor 2",255216449,1321405590
Five Nights at Freddy's 2,Science Fiction Drama,1999,5.7,Martin Scorsese,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,126,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",177883348,1879635479
Insidious 2,Horror Thriller,1976,9.2,Steven Spielberg,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,164,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",101543083,1461587518
Insidious: Chapter 2 2,Family Adventure,1998,9.7,"David Fincher, Greta Gerwig",An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,103,"Actor 0, Actor 1, Actor 2",225165790,1769061621
Conjuring 2 2,Romance Drama,1987,9.2,"Wong Kar-wai, Denis Villeneuve",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,96,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",41485542,734598046
Annabelle 2,Horror Thriller,1996,9.5,"Hayao Miyazaki, Bong Joon-ho",An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,158,"Actor 0, Actor 1, Actor 2, Actor 3",202521325,2675764422
The Ring Two 2,Action Adventure,2013,9.4,Alejandro González Iñárritu,An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,94,"Actor 0, Actor 1, Actor 2, Actor 3",246592505,247449658
Sinister 2,Comedy Drama,1986,8.4,Alfonso Cuarón,An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,153,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",130250984,2926959590
Hereditary 2,Comedy Animation,2003,7.8,Wong Kar-wai,An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,173,"Actor 0, Actor 1, Actor 2",268734024,1534982750
Midsommar 2,Mystery Thriller,1979,9.2,Steven Spielberg,An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,100,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",261947579,2179594795
Candyman 2,Action Thriller,1974,8.8,"Damien Chazelle, James Cameron",An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,86,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",129564652,2414360455
Get Out 2,Mystery Thriller,1995,9.1,Bong Joon-ho,An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,153,"Actor 0, Actor 1, Actor 2, Actor 3",57255301,2190852855
Us 2,Romance Drama,1990,6.0,"Steven Spielberg, Christopher Nolan",An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,132,"Actor 0, Actor 1, Actor 2",10091115,440393407
Nope 2,Action Crime,2002,8.0,"James Cameron, Greta Gerwig",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,108,"Actor 0, Actor 1, Actor 2, Actor 3",188226445,2455829565
A Clockwork Orange 2,Biography,2015,8.4,"Christopher Nolan, Park Chan-wook",An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,108,"Actor 0, Actor 1, Actor 2",193264707,1575310290
2001: A Space Odyssey 2,Action Crime,2005,7.8,Martin Scorsese,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,143,"Actor 0, Actor 1, Actor 2",229693353,509396179
Blade Runner 2,Science Fiction Drama,2009,6.4,Barry Jenkins,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,138,"Actor 0, Actor 1, Actor 2",191426695,512850341
Blade Runner 2049 2,Historical Drama,1972,9.6,Bong Joon-ho,An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,164,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",280689013,628257249
Alien 2,Biography,1970,7.8,Spike Lee,An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,154,"Actor 0, Actor 1, Actor 2, Actor 3",282909146,811078677
Aliens 2,Action Thriller,2016,9.1,Barry Jenkins,An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,156,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",182788555,2215136471
The Thing 2,Mystery Thriller,1996,9.8,Brad Bird,An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,123,"Actor 0, Actor 1, Actor 2, Actor 3",253119684,622827654
The Fly 2,Romance Comedy,1996,8.2,"Spike Lee, James Cameron",An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,174,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",126684897,912812038
The Elephant Man 2,Drama Crime,2009,8.6,"Quentin Tarantino, Denis Villeneuve",An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,149,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",183077193,545661785
Videodrome 2,Family Adventure,2005,7.6,"Spike Lee, Peter Jackson",An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,81,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",67160899,158543028
Eraserhead 2,Mystery Thriller,1979,5.7,Cary Joji Fukunaga,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,176,"Actor 0, Actor 1, Actor 2",163875551,2985139119
Mulholland Drive 2,Science Fiction Drama,1979,9.2,"Cary Joji Fukunaga, Spike Lee",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,125,"Actor 0, Actor 1, Actor 2, Actor 3",65018534,2696167278
Inland Empire 2,Adventure Fantasy,2017,8.3,"Damien Chazelle, Alfonso Cuarón",An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,116,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",35222130,1688884924
The Straight Story 2,Mystery Thriller,1996,9.7,"Spike Lee, Martin Scorsese",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,175,"Actor 0, Actor 1, Actor 2, Actor 3",119031621,2715292162
Blue Velvet 2,Romance Drama,2023,6.5,"Hayao Miyazaki, Spike Lee",An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,157,"Actor 0, Actor 1, Actor 2",113883293,1313483694
Twin Peaks: Fire Walk with Me 2,Romance Drama,1981,9.8,Denis Villeneuve,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,174,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",74077589,1670054076
Wild at Heart 2,Science Fiction Action,1997,6.7,"Quentin Tarantino, Denis Villeneuve",An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,112,"Actor 0, Actor 1, Actor 2",187469545,2052877824
Stalker 2,Family Adventure,1974,8.9,"Alfonso Cuarón, Damien Chazelle",An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,146,"Actor 0, Actor 1, Actor 2",281195161,734491050
Solaris 2,Historical Drama,2004,7.9,Greta Gerwig,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,107,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",188178605,1471919938
Andrei Rublev 2,Family Adventure,1988,6.5,"Spike Lee, Steven Spielberg",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,165,"Actor 0, Actor 1, Actor 2, Actor 3",249265780,1082286260
Mirror 2,Adventure Fantasy,1972,8.5,"Barry Jenkins, Christopher Nolan",An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,112,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",161842662,156110279
Seven Samurai 2,Family Adventure,2002,9.0,"Alejandro González Iñárritu, Martin Scorsese",An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,163,"Actor 0, Actor 1, Actor 2",181966601,2257160929
Rashomon 2,Comedy Drama,1976,6.2,David Fincher,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,165,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",124447526,2993792834
Ikiru 2,Historical Drama,2023,6.0,"David Fincher, Quentin Tarantino",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,138,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",188088338,212720486
Sanjuro 2,Comedy Drama,1974,5.7,"Spike Lee, David Fincher",An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,109,"Actor 0, Actor 1, Actor 2, Actor 3",228846181,1716587357
Pan's Labyrinth 2,Romance Drama,2010,7.3,"Steven Spielberg, Barry Jenkins",An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,95,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",13166960,2804889723
The Devil's Backbone 2,Comedy Drama,2018,8.8,David Fincher,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,144,"Actor 0, Actor 1, Actor 2",165604836,2995826425
Crimson Peak 2,Action Crime,2008,5.9,"Barry Jenkins, Park Chan-wook",An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,83,"Actor 0, Actor 1, Actor 2, Actor 3",93925525,2341226621
Nightmare Alley 2,Adventure Fantasy,1978,8.8,"Quentin Tarantino, Peter Jackson",An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,173,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",210322916,97889782
The Shape of Water 2,Romance Comedy,1977,5.7,"Spike Lee, Park Chan-wook",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,119,"Actor 0, Actor 1, Actor 2",194603948,959403244
Guillermo del Toro's Pinocchio 2,Historical Drama,2011,9.2,Denis Villeneuve,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,108,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",145689711,884624758
Swamp Thing 2,Horror Thriller,1981,8.5,Spike Lee,An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,162,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",49269194,1298343708
Creature from the Black Lagoon 2,Comedy Drama,1986,5.9,"James Cameron, Greta Gerwig",An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,165,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",135913865,479690260
Frankenstein 2,Action Crime,2009,5.8,James Cameron,An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,137,"Actor 0, Actor 1, Actor 2, Actor 3",174108279,2558990774
The Mummy 2,Romance Comedy,2006,8.0,"Wong Kar-wai, Denis Villeneuve",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,120,"Actor 0, Actor 1, Actor 2",128930707,2802380581
Dracula 2,Historical Drama,1987,9.2,James Cameron,An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,139,"Actor 0, Actor 1, Actor 2, Actor 3",202597929,1361991364
The Invisible Man 2,Biography,2005,6.0,Brad Bird,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,148,"Actor 0, Actor 1, Actor 2",151323027,2741307645
The Wolf Man 2,Comedy Drama,2016,5.8,Alfonso Cuarón,An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,83,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",227504908,2584186676
The Phantom of the Opera 2,Drama Crime,1972,7.9,"Quentin Tarantino, Greta Gerwig",An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,108,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",166228984,625015625
Nosferatu 2,Romance Drama,2002,7.7,"Greta Gerwig, Alfonso Cuarón",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,164,"Actor 0, Actor 1, Actor 2",99036577,2258200227
The Cabinet of Dr. Caligari 2,Romance Comedy,1998,6.2,Alejandro González Iñárritu,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,85,"Actor 0, Actor 1, Actor 2",271800884,1045358283
Metropolis 2,Comedy Drama,1986,7.1,Cary Joji Fukunaga,An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,126,"Actor 0, Actor 1, Actor 2, Actor 3",262154429,2002678750
The Golem 2,Science Fiction Action,1972,9.8,"Christopher Nolan, Alfonso Cuarón",An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,115,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",151366738,2535203088
The Student of Prague 2,Action Thriller,1994,8.4,"Hayao Miyazaki, David Fincher",An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,112,"Actor 0, Actor 1, Actor 2, Actor 3",129668126,2267799930
The Waxworks 2,Mystery Thriller,1992,9.1,"Alejandro González Iñárritu, Park Chan-wook",An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,80,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",84608040,1939350539
M 2,Action Thriller,1984,5.8,"Cary Joji Fukunaga, Quentin Tarantino",An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,100,"Actor 0, Actor 1, Actor 2, Actor 3",73528052,2889444315
The Hands of Orlac 2,Adventure Fantasy,1996,9.1,Alejandro González Iñárritu,An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,141,"Actor 0, Actor 1, Actor 2, Actor 3",123120823,2587427612
The Last Laugh 2,Action Thriller,2011,9.2,Damien Chazelle,An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,96,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",96505548,628635360
Sunrise 2,Science Fiction Action,2006,6.1,Brad Bird,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,146,"Actor 0, Actor 1, Actor 2, Actor 3",19996554,2892173377
The Passion of Joan of Arc 2,Action Crime,1975,6.5,"Alejandro González Iñárritu, Denis Villeneuve",An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,132,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",86617993,2552446090
L'Atalante 2,Action Thriller,2009,8.4,"Denis Villeneuve, James Cameron",An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,156,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",46959751,1037042690
Un Chien Andalou 2,Mystery Thriller,1994,6.1,Cary Joji Fukunaga,An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,144,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",235375731,692360440
L'Age d'Or 2,Horror Thriller,1981,7.6,Spike Lee,An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,176,"Actor 0, Actor 1, Actor 2",60030981,2121209024
L'avventura 2,Romance Comedy,2008,7.9,Wong Kar-wai,An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,133,"Actor 0, Actor 1, Actor 2, Actor 3",33320751,2325544610
La Dolce Vita 2,Historical Drama,1984,9.6,"Barry Jenkins, Greta Gerwig",An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,174,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",62461366,1877463042
8½ 2,Romance Comedy,1986,7.6,David Fincher,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,156,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",229390528,1157263953
Amarcord 2,Drama Crime,1970,8.6,Hayao Miyazaki,An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,95,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",13862278,1660741069
The Night of the Hunter 2,Drama Crime,2014,9.0,"Greta Gerwig, Christopher Nolan",An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,134,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",146168035,1172287361
Kiss Me Deadly 2,Historical Drama,2006,7.1,"Barry Jenkins, Cary Joji Fukunaga",An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,150,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",269022905,817594840
Out of the Past 2,Family Adventure,2005,7.9,"Peter Jackson, Hayao Miyazaki",An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,179,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",223744283,642999772
The Big Sleep 2,Horror Thriller,2017,6.5,Christopher Nolan,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,145,"Actor 0, Actor 1, Actor 2, Actor 3",191697433,2414706816
Double Indemnity 2,Science Fiction Action,1980,7.2,David Fincher,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,140,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",243741483,428561387
The Killers 2,Comedy Drama,1986,6.5,Park Chan-wook,An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,172,"Actor 0, Actor 1, Actor 2, Actor 3",225094570,2686962116
Gun Crazy 2,Action Crime,2015,9.7,Denis Villeneuve,An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,143,"Actor 0, Actor 1, Actor 2, Actor 3",15750103,916326003
In a Lonely Place 2,Action Crime,1982,5.6,Park Chan-wook,An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,166,"Actor 0, Actor 1, Actor 2",203133942,1077599387
The Godfather 3,Action Adventure,1980,5.9,"Barry Jenkins, Greta Gerwig",An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,130,"Actor 0, Actor 1, Actor 2, Actor 3",117540818,2273687972
The Godfather Part II 3,Action Adventure,2017,8.6,Spike Lee,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,172,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",196882212,1542394136
The Dark Knight Rises 3,Science Fiction Drama,1984,8.2,Bong Joon-ho,An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,153,"Actor 0, Actor 1, Actor 2",150181026,801768690
Gladiator 3,Historical Drama,2002,6.0,Alfonso Cuarón,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,123,"Actor 0, Actor 1, Actor 2",285568689,1156784665
The Silence of the Lambs 3,Science Fiction Drama,2014,7.4,"Hayao Miyazaki, Alejandro González Iñárritu",An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,176,"Actor 0, Actor 1, Actor 2, Actor 3",256342374,2977426836
Parasite 3,Romance Drama,2007,9.3,"Christopher Nolan, Brad Bird",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,128,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",128316859,2957319100
Everything Everywhere All at Once 3,Adventure Fantasy,2021,6.9,"Alfonso Cuarón, Spike Lee",An engaging story about adventure that captivates audiences with compelling characters and unexpected twists.,169,"Actor 0, Actor 1, Actor 2, Actor 3",143282290,1283899367
Oppenheimer 3,Comedy Drama,1995,8.5,"David Fincher, Spike Lee",An engaging story about mystery that captivates audiences with compelling characters and unexpected twists.,140,"Actor 0, Actor 1, Actor 2, Actor 3",199804229,988734379
Dune 3,Science Fiction Drama,1981,9.7,Alejandro González Iñárritu,An engaging story about transformation that captivates audiences with compelling characters and unexpected twists.,105,"Actor 0, Actor 1, Actor 2",139953101,1189907416
Dune: Part Two 3,Drama Crime,1984,6.4,Park Chan-wook,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,99,"Actor 0, Actor 1, Actor 2",74359273,387101561
The Wolf of Wall Street 3,Biography,2009,5.5,Alejandro González Iñárritu,An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,159,"Actor 0, Actor 1, Actor 2, Actor 3",274323224,2517541927
American Beauty 3,Science Fiction Drama,2001,6.3,"Barry Jenkins, Damien Chazelle",An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,96,"Actor 0, Actor 1, Actor 2",292252064,1867526512
Se7en 3,Biography,2004,5.6,"Barry Jenkins, Denis Villeneuve",An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,95,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",288209265,2025988150
Fight Club 3,Comedy Animation,2014,5.5,Barry Jenkins,An engaging story about discovery that captivates audiences with compelling characters and unexpected twists.,92,"Actor 0, Actor 1, Actor 2, Actor 3",204133768,2681861860
The Social Network 3,Science Fiction Drama,1981,7.9,Brad Bird,An engaging story about survival that captivates audiences with compelling characters and unexpected twists.,158,"Actor 0, Actor 1, Actor 2, Actor 3",206454033,839903223
The Revenant 3,Biography,1997,6.4,"Greta Gerwig, Barry Jenkins",An engaging story about romance that captivates audiences with compelling characters and unexpected twists.,137,"Actor 0, Actor 1, Actor 2",80404802,2523440423
